"Rank","Season","Player","Team","Pos","Games","Routes Run","Tgts","Catchable","Rec","Drops","Yds","Intended Air Yards","Air Yards","YAC","YAContact","TDs","Brkn Tkls","Missed Tkls","First Downs","DPI","DPI Yards"
"[object Object]","2020","Diontae Johnson","Steelers","WR","5","10","4","3","3","0","94","130","91","3","0","1","0","0","3","0","0"
"[object Object]","2020","Dan Arnold","Cardinals","TE","7","10","3","2","2","0","84","57","48","36","0","1","0","0","2","0","0"
"[object Object]","2020","Mike Williams","Chargers","WR","7","12","3","2","2","0","78","64","51","27","0","1","0","0","2","0","0"
"[object Object]","2020","Chad Hansen","Texans","WR","4","13","5","5","4","1","71","67","62","9","1","0","0","0","3","0","0"
"[object Object]","2020","DK Metcalf","Seahawks","WR","6","16","5","4","4","0","71","78","64","7","4","1","0","0","4","0","0"
"[object Object]","2020","Justin Jefferson","Vikings","WR","9","17","3","3","2","1","71","24","20","51","12","0","0","1","2","0","0"
"[object Object]","2020","Michael Gallup","Cowboys","WR","8","18","5","4","4","0","70","58","52","18","15","0","0","0","3","0","0"
"[object Object]","2020","Jalen Guyton","Chargers","WR","8","19","2","2","2","0","68","95","60","8","2","0","0","0","2","1","20"
"[object Object]","2020","Tim Patrick","Broncos","WR","8","14","6","6","6","0","61","32","32","29","7","0","0","0","3","0","0"
"[object Object]","2020","Tee Higgins","Bengals","WR","7","12","3","3","3","0","55","29","29","26","10","0","1","0","3","0","0"
"[object Object]","2020","Dalton Schultz","Cowboys","TE","8","17","3","3","3","0","51","31","31","20","17","1","2","0","2","0","0"
"[object Object]","2020","Adam Humphries","Titans","WR","6","14","4","4","4","0","49","45","45","4","0","1","0","0","1","0","0"
"[object Object]","2020","Logan Thomas","Football Team","TE","9","17","5","4","4","0","48","32","30","18","8","0","0","2","2","0","0"
"[object Object]","2020","Corey Davis","Titans","WR","7","14","2","2","2","0","47","23","23","24","0","0","0","0","1","0","0"
"[object Object]","2020","Gabriel Davis","Bills","WR","9","14","4","4","3","0","44","68","35","9","5","1","1","0","1","0","0"
"[object Object]","2020","Emmanuel Sanders","Saints","WR","5","9","3","3","3","0","43","38","38","5","2","0","0","0","2","0","0"
"[object Object]","2020","Joshua Kelley","Chargers","RB","3","3","2","2","2","0","43","-6","-6","49","12","0","0","0","1","0","0"
"[object Object]","2020","Jakobi Meyers","Patriots","WR","5","9","2","2","2","0","40","22","22","18","8","0","0","0","1","0","0"
"[object Object]","2020","Rob Gronkowski","Buccaneers","TE","7","13","4","3","2","0","38","60","29","9","5","1","0","0","2","0","0"
"[object Object]","2020","Trent Taylor","49ers","WR","4","8","4","4","2","0","38","33","23","15","11","0","1","0","1","0","0"
"[object Object]","2020","Adam Thielen","Vikings","WR","8","14","3","3","3","0","36","30","30","6","0","0","0","0","3","0","0"
"[object Object]","2020","Ezekiel Elliott","Cowboys","RB","6","15","4","4","4","0","35","1","1","34","7","0","0","1","1","0","0"
"[object Object]","2020","Chase Claypool","Steelers","WR","6","7","2","1","1","0","35","65","27","8","0","1","0","0","1","0","0"
"[object Object]","2020","Chris Conley","Jaguars","WR","7","11","3","3","3","0","34","28","28","6","3","0","0","0","1","0","0"
"[object Object]","2020","Le'Veon Bell","2 teams","RB","4","7","2","2","2","0","32","24","24","8","0","0","0","0","2","0","0"
"[object Object]","2020","Mark Andrews","Ravens","TE","5","8","2","1","1","0","31","39","30","1","0","1","0","0","1","0","0"
"[object Object]","2020","Tyler Higbee","Rams","TE","3","3","1","1","1","0","31","22","22","9","5","0","0","0","1","0","0"
"[object Object]","2020","Darren Waller","Raiders","TE","7","10","4","2","2","0","30","52","20","10","3","0","0","0","2","0","0"
"[object Object]","2020","J.D. McKissic","Football Team","RB","7","10","4","4","4","0","30","3","3","27","10","0","0","1","0","0","0"
"[object Object]","2020","Marquise Brown","Ravens","WR","8","12","1","1","1","0","30","12","12","18","19","0","1","0","1","0","0"
"[object Object]","2020","Jarvis Landry","Browns","WR","5","8","5","4","3","1","28","39","21","7","3","0","0","1","2","0","0"
"[object Object]","2020","Danny Amendola","Lions","WR","5","8","4","1","1","0","28","73","14","14","0","0","0","0","1","0","0"
"[object Object]","2020","D'Andre Swift","Lions","RB","4","5","3","3","3","0","28","0","0","28","3","0","0","1","1","0","0"
"[object Object]","2020","Randall Cobb","Texans","WR","3","8","3","2","2","0","28","29","21","7","2","0","0","0","2","0","0"
"[object Object]","2020","Tyler Lockett","Seahawks","WR","6","16","3","2","2","0","28","47","21","7","2","0","0","0","1","0","0"
"[object Object]","2020","Jakeem Grant","Dolphins","WR","5","7","2","2","2","0","28","26","26","2","2","0","0","1","2","0","0"
"[object Object]","2020","Cooper Kupp","Rams","WR","5","6","2","2","2","0","27","11","11","16","15","0","1","0","2","0","0"
"[object Object]","2020","Jamaal Williams","Packers","RB","3","5","2","2","2","0","27","2","2","25","13","0","1","0","2","0","0"
"[object Object]","2020","Keelan Cole","Jaguars","WR","7","14","4","4","3","0","26","20","16","10","4","0","0","1","2","0","0"
"[object Object]","2020","Stefon Diggs","Bills","WR","9","17","3","3","3","0","26","25","25","1","0","0","0","0","1","0","0"
"[object Object]","2020","Damiere Byrd","Patriots","WR","6","14","2","2","2","0","26","28","28","-2","-1","0","0","0","1","0","0"
"[object Object]","2020","Tyron Johnson","Chargers","WR","2","7","2","1","1","0","26","65","22","4","1","1","0","0","1","0","0"
"[object Object]","2020","Demarcus Robinson","Chiefs","WR","8","13","3","2","2","0","25","16","6","19","1","0","0","1","1","0","0"
"[object Object]","2020","Robby Anderson","Panthers","WR","5","13","3","2","2","0","25","41","23","2","0","0","0","0","2","0","0"
"[object Object]","2020","David Johnson","Texans","RB","5","11","2","2","2","0","25","7","7","18","4","0","0","0","2","0","0"
"[object Object]","2020","K.J. Hill","Chargers","WR","3","10","2","1","1","0","25","23","18","7","0","0","0","0","1","0","0"
"[object Object]","2020","Noah Brown","Cowboys","WR","2","6","2","2","2","0","25","14","14","11","8","0","0","0","1","0","0"
"[object Object]","2020","Calvin Ridley","Falcons","WR","10","15","3","1","1","0","24","49","24","0","0","0","0","0","1","0","0"
"[object Object]","2020","Andy Isabella","Cardinals","WR","2","5","1","1","1","0","24","24","24","0","0","0","0","0","1","0","0"
"[object Object]","2020","Willie Snead IV","Ravens","WR","6","8","1","1","1","0","24","8","8","16","7","0","0","0","1","0","0"
"[object Object]","2020","Nyheim Hines","Colts","RB","5","10","4","4","4","0","23","7","7","16","5","0","0","0","0","0","0"
"[object Object]","2020","Chase Edmonds","Cardinals","RB","4","7","3","3","3","0","23","10","10","13","4","0","0","1","1","0","0"
"[object Object]","2020","Kaden Smith","Giants","TE","2","3","2","2","2","0","23","6","6","17","11","0","0","1","1","0","0"
"[object Object]","2020","Anthony Firkser","Titans","TE","6","12","4","4","4","0","22","14","14","8","0","0","0","0","2","0","0"
"[object Object]","2020","Noah Fant","Broncos","TE","6","11","3","2","2","0","22","19","5","17","8","0","0","0","1","0","0"
"[object Object]","2020","Greg Olsen","Seahawks","TE","4","10","2","1","1","0","22","23","17","5","0","0","0","0","1","0","0"
"[object Object]","2020","Jake Kumerow","Bills","WR","1","1","1","1","1","0","22","22","22","0","0","1","0","0","1","0","0"
"[object Object]","2020","Michael Pittman Jr.","Colts","WR","6","16","4","2","2","0","21","59","14","7","4","0","0","0","1","0","0"
"[object Object]","2020","Sammy Watkins","Chiefs","WR","4","7","2","1","1","0","21","7","4","17","8","0","0","0","1","0","0"
"[object Object]","2020","Collin Johnson","Jaguars","WR","4","5","1","1","1","0","21","19","19","2","1","0","0","0","1","0","0"
"[object Object]","2020","Leonard Fournette","Buccaneers","RB","6","7","3","3","3","0","20","1","1","19","2","0","0","0","1","0","0"
"[object Object]","2020","Ross Dwelley","49ers","TE","4","7","3","3","2","0","20","6","4","16","3","0","0","0","1","0","0"
"[object Object]","2020","DJ Chark Jr","Jaguars","WR","6","13","3","2","1","0","20","60","20","0","0","1","0","0","1","0","0"
"[object Object]","2020","Jeremy McNichols","Titans","RB","6","11","3","3","3","0","19","10","10","9","2","0","0","0","0","0","0"
"[object Object]","2020","T.J. Hockenson","Lions","TE","6","8","2","2","1","0","19","28","17","2","2","0","0","0","1","0","0"
